"Broad Bean
Origin",Income group,Region,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Fiji,Upper middle income,East Asia & Pacific,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963252,4682546881,4926740194,5270335185,5479504926
Fiji,Upper middle income,East Asia & Pacific,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963252,4682546881,4926740194,5270335185,5479504926
Fiji,Upper middle income,East Asia & Pacific,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963252,4682546881,4926740194,5270335185,5479504926
Fiji,Upper middle income,East Asia & Pacific,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963252,4682546881,4926740194,5270335185,5479504926
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Mexico,Upper middle income,Latin America & Caribbean,9.75E+11,1.05E+12,1.11E+12,9.00E+11,1.06E+12,1.18E+12,1.20E+12,1.27E+12,1.31E+12,1.17E+12,1.08E+12,1.16E+12,1.22E+12
Indonesia,Lower middle income,East Asia & Pacific,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,1.02E+12,1.04E+12
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Brazil,Upper middle income,Latin America & Caribbean,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.87E+12
Trinidad,High income,Latin America & Caribbean,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25769329445,27110262285,27477965424,25121524775,21746391333,22250455019,23410353435
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,2.45E+11
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,2.45E+11
Tanzania,Low income,Sub-Saharan Africa,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57437073927
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Indonesia,Lower middle income,East Asia & Pacific,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,1.02E+12,1.04E+12
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Ghana,Lower middle income,Sub-Saharan Africa,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244,65556464056
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Ghana,Lower middle income,Sub-Saharan Africa,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244,65556464056
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Â ,,,,,,,,,,,,,,,
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Jamaica,Upper middle income,Latin America & Caribbean,11901911988,12827809965,13680482787,12067478478,13200286270,14413359665,14798716216,14193012191,13852192273,14145469269,14072135209,14781107822,15717858487
Grenada,Upper middle income,Latin America & Caribbean,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296,1207454556
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Trinidad,High income,Latin America & Caribbean,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25769329445,27110262285,27477965424,25121524775,21746391333,22250455019,23410353435
Â ,,,,,,,,,,,,,,,
Â ,,,,,,,,,,,,,,,
Â ,,,,,,,,,,,,,,,
Brazil,Upper middle income,Latin America & Caribbean,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.87E+12
Brazil,Upper middle income,Latin America & Caribbean,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.87E+12
Brazil,Upper middle income,Latin America & Caribbean,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.87E+12
Brazil,Upper middle income,Latin America & Caribbean,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.87E+12
Brazil,Upper middle income,Latin America & Caribbean,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.87E+12
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Mexico,Upper middle income,Latin America & Caribbean,9.75E+11,1.05E+12,1.11E+12,9.00E+11,1.06E+12,1.18E+12,1.20E+12,1.27E+12,1.31E+12,1.17E+12,1.08E+12,1.16E+12,1.22E+12
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Trinidad,High income,Latin America & Caribbean,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25769329445,27110262285,27477965424,25121524775,21746391333,22250455019,23410353435
Tanzania,Low income,Sub-Saharan Africa,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57437073927
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,2.45E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Guatemala,Upper middle income,Latin America & Caribbean,30231249362,34113107086,39136954232,37734072278,41338521638,47654783852,50388460925,53851148432,58722323918,63767597194,68663653469,75620095538,78460447920
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Honduras,Lower middle income,Latin America & Caribbean,10841723354,12275493959,13789727210,14486137414,15729644901,17588097150,18400538970,18372173611,19618567447,20833948912,21566622850,22940179174,23803230473
Costa Rica,Upper middle income,Latin America & Caribbean,22602721765,26743972912,30612927861,30562363430,37268616184,42262694504,46473131799,49745084870,50577769785,54775997556,57157995873,58174550212,60126014829
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Fiji,Upper middle income,East Asia & Pacific,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963252,4682546881,4926740194,5270335185,5479504926
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,2.45E+11
Brazil,Upper middle income,Latin America & Caribbean,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.87E+12
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Domincan Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Brazil,Upper middle income,Latin America & Caribbean,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.87E+12
Guatemala,Upper middle income,Latin America & Caribbean,30231249362,34113107086,39136954232,37734072278,41338521638,47654783852,50388460925,53851148432,58722323918,63767597194,68663653469,75620095538,78460447920
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Trinidad,High income,Latin America & Caribbean,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25769329445,27110262285,27477965424,25121524775,21746391333,22250455019,23410353435
Colombia,Upper middle income,Latin America & Caribbean,1.61E+11,2.06E+11,2.42E+11,2.32E+11,2.86E+11,3.34E+11,3.71E+11,3.82E+11,3.81E+11,2.93E+11,2.83E+11,3.12E+11,3.30E+11
Haiti,Low income,Latin America & Caribbean,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452509316,8776350790,8724656126,7975563430,8408252995,9658084644
Panama,High income,Latin America & Caribbean,18141666300,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57957600000,62283800000,65055100000
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Jamaica,Upper middle income,Latin America & Caribbean,11901911988,12827809965,13680482787,12067478478,13200286270,14413359665,14798716216,14193012191,13852192273,14145469269,14072135209,14781107822,15717858487
Costa Rica,Upper middle income,Latin America & Caribbean,22602721765,26743972912,30612927861,30562363430,37268616184,42262694504,46473131799,49745084870,50577769785,54775997556,57157995873,58174550212,60126014829
Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,2.45E+11
Indonesia,Lower middle income,East Asia & Pacific,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,1.02E+12,1.04E+12
Venezuela,Upper middle income,Latin America & Caribbean,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,0,0,0,0
Indonesia,Lower middle income,East Asia & Pacific,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,1.02E+12,1.04E+12
Brazil,Upper middle income,Latin America & Caribbean,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.05E+12,1.87E+12
Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11
Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Congo,Low income,Sub-Saharan Africa,14451902468,16737071816,19788515874,18648373312,21565720044,25839749199,29306235826,32679745298,35909040266,37917704900,37134799974,38019265626,47227535291
Colombia,Upper middle income,Latin America & Caribbean,1.61E+11,2.06E+11,2.42E+11,2.32E+11,2.86E+11,3.34E+11,3.71E+11,3.82E+11,3.81E+11,2.93E+11,2.83E+11,3.12E+11,3.30E+11
Tanzania,Low income,Sub-Saharan Africa,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57437073927
Tanzania,Low income,Sub-Saharan Africa,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57437073927
Honduras,Lower middle income,Latin America & Caribbean,10841723354,12275493959,13789727210,14486137414,15729644901,17588097150,18400538970,18372173611,19618567447,20833948912,21566622850,22940179174,23803230473
Philippines,Lower middle income,East Asia & Pacific,1.22E+11,1.49E+11,1.74E+11,1.68E+11,2.00E+11,2.24E+11,2.50E+11,2.72E+11,2.85E+11,2.93E+11,3.05E+11,3.14E+11,3.31E+11
Mexico,Upper middle income,Latin America & Caribbean,9.75E+11,1.05E+12,1.11E+12,9.00E+11,1.06E+12,1.18E+12,1.20E+12,1.27E+12,1.31E+12,1.17E+12,1.08E+12,1.16E+12,1.22E+12
Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11,1.08E+11
Â ,,,,,,,,,,,,,,,
Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
